Date,Close,High,Low,Open,Volume,Close_diff,Close_scaled
2021-01-01,1109.599609375,1114.0452695948306,1105.5062062061872,1107.3548572277423,4253550,,0.022125077525081194
2021-01-04,1134.07275390625,1135.613314604357,1110.2160925877663,1117.1265862270766,7208454,24.47314453125,0.050867635762438246
2021-01-05,1138.95849609375,1143.5361188661743,1122.4524897590766,1128.5706731227374,8145280,4.8857421875,0.05660571037633244
2021-01-06,1128.6588134765625,1146.17721170683,1116.290375783817,1144.4165708286318,7161715,-10.2996826171875,0.04450921713359479
2021-01-07,1111.0963134765625,1142.347684839273,1105.2421618558594,1140.8951348189516,10954918,-17.5625,0.02388288616092349
2021-01-08,1155.068115234375,1159.2056846592145,1125.2692978970615,1125.2692978970615,13186251,43.9718017578125,0.07552570105181777
2021-01-11,1211.496826171875,1217.791138184684,1179.6292723945633,1181.477923642687,20528626,56.4287109375,0.1417985704131315
2021-01-12,1207.579345703125,1213.0813474604747,1197.2355823993075,1213.0813474604747,8309868,-3.91748046875,0.13719767368843905
2021-01-13,1221.136474609375,1226.110306403351,1197.235754056419,1209.428170206634,14442997,13.55712890625,0.1531198845274131
2021-01-14,1206.478759765625,1218.3630817334,1160.6580531943762,1197.235398235133,27521697,-14.65771484375,0.13590508722234684
2021-01-15,1183.986572265625,1201.152815618445,1179.6290303989078,1197.2354338376977,15018441,-22.4921875,0.10948906993127894
2021-01-18,1155.024169921875,1179.629076709147,1149.698189688169,1177.8684362961485,8861765,-28.96240234375,0.07547408934731537
2021-01-19,1159.0736083984375,1171.7061817280312,1154.980097991869,1162.0226595649897,5585744,4.0494384765625,0.08022996455136089
2021-01-20,1179.144775390625,1187.0237051659822,1162.5068106167057,1162.5068106167057,8225838,20.0711669921875,0.10380260702188715
2021-01-21,1179.364990234375,1198.159913449712,1175.227528063781,1188.4323317498906,6142421,0.22021484375,0.10406123900778219
2021-01-22,1180.37744140625,1193.7143153151292,1167.78892571395,1168.1850268607495,9646591,1.012451171875,0.10525031533317786
2021-01-25,1166.512451171875,1186.5837977384415,1155.8605966401967,1184.0308472818467,6542611,-13.864990234375,0.08896653583099567
2021-01-27,1145.2969970703125,1168.6695498719432,1131.299879303387,1161.67093725798,8133665,-21.2154541015625,0.06404998192156675
2021-01-28,1123.4647216796875,1141.291207719844,1120.251638559747,1137.1978043016245,4660690,-21.832275390625,0.038409000393109016
2021-01-29,1090.760986328125,1136.6256556459916,1083.6743644373792,1132.3120643847108,12183519,-32.7037353515625,0.0
2021-02-01,1109.9959716796875,1125.0053694528378,1092.4775748930736,1100.8846773780538,8880279,19.2349853515625,0.022590586426523007
2021-02-02,1119.107177734375,1139.4866141052723,1112.3727059690884,1126.8099803343166,6892490,9.1112060546875,0.03329126979416386
2021-02-03,1130.903564453125,1147.9377418137635,1120.647810835062,1124.741321974063,8182968,11.79638671875,0.0471455716727438
2021-02-04,1126.2376708984375,1138.6062131817555,1119.8113976609816,1131.2115017172475,5032240,-4.6658935546875,0.041665698947207286
2021-02-05,1119.85546875,1134.5128237163976,1110.9642549215084,1132.444092435958,5477481,-6.3822021484375,0.034170102429162075
2021-02-08,1147.5416259765625,1153.2196492039,1122.8485973737208,1131.6518008027583,6921922,27.6861572265625,0.0666861930948699
2021-02-09,1149.3023681640625,1172.5868003058606,1142.523836448464,1150.4907792397423,7965949,1.7607421875,0.068754102055264
2021-02-10,1141.335205078125,1148.2456975542025,1129.9790523514478,1140.7190238869975,5951207,-7.9671630859375,0.059397043394834315
2021-02-11,1137.946044921875,1140.8950964026346,1129.494991625902,1134.7328543695958,4673317,-3.38916015625,0.055416634050936775
2021-02-12,1153.0435791015625,1165.324004378613,1145.780936581356,1148.8179986508703,5797875,15.0975341796875,0.0731479784985638
2021-02-15,1152.91162109375,1169.4176284182483,1150.6667611132243,1162.022915644676,4363513,-0.1319580078125,0.07299300001921094
2021-02-16,1135.9654541015625,1161.8028360866476,1132.0920228887508,1156.740993838117,6896421,-16.9461669921875,0.05309052320218499
2021-02-17,1127.9544677734375,1139.574653000407,1122.4084067790798,1135.9653611845283,4575741,-8.010986328125,0.04368199620309898
2021-02-18,1137.77001953125,1149.6984035323842,1122.4084720549693,1123.2887924252084,6437551,9.8155517578125,0.05520990050123564
2021-02-19,1136.7576904296875,1143.9762741850557,1123.9930455849908,1140.983163556862,5389696,-1.0123291015625,0.054020967541685616
2021-02-22,1113.7811279296875,1151.9430964143678,1109.2035056526506,1140.014714143002,7371303,-22.9765625,0.02703607457432522
2021-02-23,1114.7935791015625,1136.4934957685794,1107.0468250167494,1119.0191594830774,6612942,1.012451171875,0.028225150899720886
2021-02-24,1121.7921142578125,1123.8167863141755,1102.1609301061992,1109.247550955885,4537258,6.99853515625,0.03644460157341145
2021-02-25,1122.01220703125,1144.1962341374683,1119.7673474305518,1134.2485724219769,8788221,0.2200927734375,0.03670309019346063
2021-02-26,1103.305419921875,1121.792145299428,1095.7786387480553,1117.1264049578488,15132388,-18.706787109375,0.01473284778188666
2021-03-01,1115.36572265625,1130.7713265603418,1108.3231608715223,1112.1085808151993,5756286,12.060302734375,0.02889710661917233
2021-03-02,1148.3779296875,1153.2196917521082,1126.1057812059096,1128.790801335222,10461434,33.01220703125,0.06766839250471879
2021-03-03,1182.7542724609375,1185.791334230148,1151.458845711235,1161.3183891733063,9056399,34.3763427734375,0.10804179171752559
2021-03-04,1171.134033203125,1200.6247618326536,1167.216651041202,1175.227543893149,12041941,-11.6202392578125,0.09439436675449264
2021-03-05,1159.1175537109375,1179.6290571669565,1148.861909443889,1169.5053749599265,6486176,-12.0164794921875,0.0802815762558633
2021-03-08,1175.8878173828125,1184.9991108147522,1159.5578331575844,1166.2483532735523,5119392,16.770263671875,0.09997746288903397
2021-03-09,1184.5150146484375,1188.8284981205222,1160.9223877834072,1170.3858309444852,6518173,8.627197265625,0.1101097006779197
