ticker,vol_30d,vol_90d,trend_classification,trend_strength
RELIANCE.NS,0.1518126233762576,0.2281404713388701,upward,0.9917070500669882
HDFCBANK.NS,0.13472366156819723,0.19086229933741797,upward,0.9828849483619644
INFY.NS,0.16233294245729737,0.28172769272350284,upward,0.9908146770510827
SUNPHARMA.NS,0.14757911956431818,0.23179089720183657,sideways,0.9989611856131314
MARUTI.NS,0.16741855359262917,0.1924418793425672,sideways,0.995817543459723
ITC.NS,0.15448182214138378,0.15643992397968046,sideways,0.9988113063893973
TATASTEEL.NS,0.18071196361612551,0.3213641671971416,upward,0.9923704018550712
BAJFINANCE.NS,0.23539591134704402,0.2564841494074597,sideways,0.9876976334138392
