ticker,rolling_vol_30d,trend_strength,momentum_6m
RELIANCE.NS,0.013781080128022006,0.9930371316255124,0.030221134997068688
HDFCBANK.NS,0.012687320915504601,0.990999960619892,-0.007378579564279786
INFY.NS,0.01466262662242961,0.9904609218112301,0.027859131004396298
SUNPHARMA.NS,0.012719259017671436,0.9989590083731056,0.029935361141210093
MARUTI.NS,0.013964478202670912,0.9974397755912615,0.3570304514378695
ITC.NS,0.012060912651537237,0.9987497002322403,-0.03805983370482002
TATASTEEL.NS,0.019600629761539406,0.9938075533855862,0.10040065783950403
BAJFINANCE.NS,0.017553412865581326,0.9926718937704435,0.056380125779998735
