ticker,ARIMA,Prophet,LSTM
RELIANCE.NS,0.3967044106945557,0.1630849857253354,0.44021060358010894
HDFCBANK.NS,0.6363397174131681,0.2668059796150214,0.09685430297181045
INFY.NS,0.3327466593963714,0.1965515307452242,0.4707018098584045
SUNPHARMA.NS,0.43005660077388896,0.16731806272931973,0.4026253364967912
MARUTI.NS,0.3687777491383868,0.3589327956351794,0.27228945522643383
ITC.NS,0.2703989350657986,0.402849857864808,0.32675120706939337
TATASTEEL.NS,0.5410558609553661,0.144543644451984,0.3144004945926499
BAJFINANCE.NS,0.48162438504370003,0.4022921178822233,0.11608349707407666
